0,31.6
1,31.6
2,31.6
3,31.7
4,31.7
5,31.7
6,38.8
7,31.6
8,31.6
9,31.7
10,31.8
11,31.6
12,32.9
13,31.7
14,31.6
15,31.5
16,31.6
17,31.6
18,31.7
19,31.6
20,31.6
