0,9517.21,9210.29,10446.12
1,7312.124,7214.50,7415.09
2,6958.418,6914.20,7004.72
3,6597.802,6488.38,6649.55
4,6407.504,6234.02,6823.86
5,6029.902,5895.71,6069.03
6,5698.872,5619.64,5814.38
7,5578.128,5419.16,6011.10
8,5315.792,5232.86,5368.67
9,5078.07,4928.58,5173.90
10,4914.68,4823.56,4994.46
11,4826.806,4713.89,5054.44
12,4637.114,4486.52,5058.05
13,4481.014,4362.20,4630.80
14,4296.276,4192.67,4439.65
15,4130.158,4095.01,4156.60
16,4004.904,3938.50,4066.01
17,3878.908,3836.33,3917.67
18,3784.036,3730.56,3840.40
19,3666.916,3634.93,3702.57
20,3585.268,3556.89,3683.61
