0,10889.41,10443.24,12644.32
1,10081.364,9464.10,10588.38
2,8850.312,8840.13,8859.63
3,8483.68,8319.14,9069.65
4,8225.654,7834.86,8961.54
5,7837.038,7195.54,8694.67
6,7180.26,7085.06,7546.19
7,6874.346,6747.46,7135.54
8,6617.966,6455.59,6902.67
9,6289.16,6173.58,6690.95
10,6181.512,5911.80,6677.44
11,5765.402,5642.41,6235.92
12,5533.826,5403.89,5740.65
13,5255.54,5199.73,5372.40
14,5013.082,4992.84,5069.79
15,4890.39,4807.76,4953.46
16,4669.686,4580.29,4830.68
17,4606.074,4382.20,4875.16
18,4339.098,4207.15,4448.15
19,4174.016,3984.74,4335.72
20,4016.138,3958.50,4085.42
